article_id,article_title,response_found,values_inside_scope,extracted_value,confidence_level,source_citation
190638760,A Pricing Framework for Software-as-a-Service,yes,Multi-tenant SaaS,Multi-tenant SaaS (single-versioned software with multi-tenant architecture accessed remotely over the Internet),high,"Page 1: 'Software-as-a-Service (SaaS), """"software deployed as a hosted service and accessed over the Internet""""' | Page 1: 'SaaS is remotely hosted, meaning that software are deployed as hosted services to be accessed by clients from remote locations' | Page 1: 'SaaS is single versioned, meaning that there is only one version of software being accessed by every client at any moment in time. The multi-tenant architecture of SaaS benefits both clients and vendors alike'"
190638781,Selection of the Proper Revenue and Pricing Model for SaaS,yes,On-premises;Single-tenant cloud;Multi-tenant SaaS,Multi-tenant SaaS; Single-tenant cloud; On-premises,high,"Page 2: 'SaaS has multi-tenant or multi-instance architecture; the former refers to the situation in which a vendor hosts a single instance on a server that serves multiple customers (tenants), whereas the latter is related to the model in which a vendor hosts separate instances for each customer within shared hardware' | Page 3: 'not all customers are willing to rent the software through the public cloud, due to security concerns... For these customers, Firm A makes available a traditional licensing model, in which the customer buys a traditional license for its internal data center' | Page 4: 'if the customer says that the product cannot be allowed out of their internal data center, then we will install it there'"
190638871,Transition to the Cloud: A Vendor Perspective,yes,On-premises;Multi-tenant SaaS,On-premises; Multi-tenant SaaS,high,"Page 1, Section 1: 'software-as-a service (SaaS) (e.g. Salesforce.com cloud-based customer relationship management software delivered over the Internet)' | Page 6, Section 5.2.1: 'Such strategic move has directly and indirectly caused a number of challenges... due to the decrease in R&D allocation for on-premise software' | Page 6, Section 5.2.2: 'The resulting strategy is to pursue the so-called hybrid model where both ends (SaaS-based and on-premise products) were handled in equal terms. The distribution of R&D resources was adjusted to 50% each for SaaS products and on-premise products.'"
190638976,Managing a Software Business,yes,On-premises;Multi-tenant SaaS,On-premises; Multi-tenant SaaS,medium,"Page 1, Section 'Your Business Model and Strategy': 'Thanks to the Internet and cloud computing, it's now easy to include a service component into any type of software.' | Page 3, Section 'Your Processes': 'With software increasingly being offered as a service, another important thing you must manage is the operations behind the delivery.'"
190653396,Digital sustainable business models: Using digital technology to integrate ecological sustainability into the core of business models,yes,On-premises;Multi-tenant SaaS;Mobile,Multi-tenant SaaS; On-premises; Mobile,high,"Page 1: 'LettUs Grow has digitally controlled farms' | Page 11: 'physical products enhanced by a digital complement, such as mobile apps' | 'The farms are equipped with sensors and actuators controlled by proprietary software' | Page 12: 'Sono Motors provides a mobile app complementing its solar-powered cars' | Page 13: 'digital platforms'"
190653434,When does a freemium business model lead to high performance? — A qualitative comparative analysis based on fuzzy Sets,yes,Multi-tenant SaaS;Mobile,Multi-tenant SaaS; Mobile,high,"Page 1, Introduction: 'the share of freemium apps on the Apple App Store rose from 25 % in 2009 to over 80 % in 2022' | Page 5, Section 3.2: 'The Apple App provides an environment where paid and free apps coexist' | Page 5: 'Forty-five randomly sampled data points from the free list in the App Store' | Examples like 'Tencent meeting' indicate cloud-based delivery"
190653582,Strategy and business model evolution at Adobe: Competing in digital media software industry,yes,Multi-tenant SaaS;Desktop,Multi-tenant SaaS; Desktop,high,"Page 6, Business model changes: 'Adobe went from a perpetual licence-based business strategy to a monthly subscription business model' | Page 5, Key activities: 'Many companies began selling software as a subscription service in the cloud rather than selling licences and CDs.' | Page 5, Key activities: 'Moving to the cloud reduced the effort required to check piracy'"
190653589,Navigating the paradox of global scaling,yes,Multi-tenant SaaS,Multi-tenant SaaS,high,"Page 8: 'SaaS firms provide software and service. They run and maintain the software on their own servers, with customers paying a subscription fee for cloud-based access' | Page 8: 'Total worldwide revenue for cloud-based software was estimated to be roughly $46 billion in 2017'"
190653595,Spillover Effects and Freemium Strategy in the Mobile App Market,yes,Mobile,Mobile,high,Page 422: 'App name shown on mobile devices'
190653734,"Systematic Literature Review of Monetization in Mobile App: Strategies, Trends, Challenges, and Best Practices",yes,Mobile,Mobile,high,Page 1: 'Mobile applications have grown significantly in popularity over the past three decades and have integrated themselves significantly into daily life. They are made up of a collection of apps created especially for mobile devices'
190653772,Current practices and emerging trends of transit apps for fixed-route bus services in the US,yes,Mobile,Mobile,high,"Page 1: 'smartphone transit apps' | Page 1: 'providing access to fare payment, trip planning, and real-time vehicle information on smartphones'"
190653856,Stuck Inside a Cloud: Do SaaS business models require a rethink of the traditional approach to public market valuation?,yes,Multi-tenant SaaS,Multi-tenant SaaS,high,Page 1: 'Software as a Service' | Page 8: 'subscription business models' | Page 8: 'cloud-based software'
190653872,Managing Software-as-a-Service: Pricing and operations,yes,Multi-tenant SaaS;Mobile;Desktop,Multi-tenant SaaS; Private cloud; Public cloud; Hybrid cloud; Mobile; Desktop,high,"Page 1, lines 61-64: 'key differences between SaaS and traditional software are Internet delivery and multitenancy' | Page 2, lines 169-171: 'ZJ Technology, a hotel management SaaS provider, features multitenant data architecture where most customers share the same database and tables' | Page 10, lines 905-909: 'private cloud is a cloud infrastructure for exclusive use by a single organization, public cloud is a cloud infrastructure open to the general public, and hybrid cloud is a combination of distinct cloud infrastructures (private, public, etc.)'"
190653882,"Converting free users to paid subscribers in the SaaS context: The impact of marketing touchpoints, message content, and usage",yes,Multi-tenant SaaS;Mobile;Desktop,Desktop; Mobile; Multi-tenant SaaS,high,"Page 5: 'The firm's software is mainly used through desktop applications, while tablet apps and browser-based access are also available for a subset of software on limited functions' | Page 1: 'SaaS vendors offer the software remotely on cloud-based hardware'"
190653942,Optimal distinctiveness across revenue models: Performance effects of differentiation of paid and free products in a mobile app market,yes,Multi-tenant SaaS;Mobile,Mobile; Multi-tenant SaaS,high,Page 12: 'Mobile apps are small software applications that complement the standard functionality of customers' mobile devices' | Page 12: 'iOS App Store'
190653950,On top of the game? The double-edged sword of incorporating social features into freemium products,yes,Multi-tenant SaaS,Multi-tenant SaaS,high,"Page 8: 'Steam, the market-leading platform for digitally distributed PC games'"
190653984,Toward Building Specialized Information Systems as Software Platforms,yes,On-premises;Multi-tenant SaaS,Multi-tenant SaaS; On-premises,medium,"Page 1: 'platforms provide an all-in-one solution for businesses' | Page 1: 'in the 21st century, the Internet has become the ultimate platform economy' | Page 2: 'The web platform consists of a web server, a web application server, and a web browser'"
190653993,Development of service-dominant business model for CAE software industry in Greater China: a case study,yes,On-premises;Single-tenant cloud,On-premises; Single-tenant cloud,high,"Page 5: 'Because the simulation work is done in a local network, the data is secure' | Page 5: 'This new product would need to systematically integrate the software and hardware'"
190654058,MintM: the start-up transforming businesses real-time,yes,On-premises;Multi-tenant SaaS,On-premises; Multi-tenant SaaS,high,"Page 6: 'On any android platform, Magnet can display relevant content' | Page 6: 'cloud-based storage platform' | Page 22: 'The software is deployed and maintained remotely' | Page 6: 'standard 10-inch screen Lenevo tabs fitted with the software and placed on aisles'"
190654085,Business model innovation in mobile apps market: Exploring the new subscription plans with a behavioral reasoning perspective,yes,Mobile,Mobile,high,Page 1: 'Mobile apps – i.e. software for mobile devices' | Page 1: 'subscription-based business models designed to give users access to a catalogue of smartphone apps'
190654186,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,yes,On-premises;Multi-tenant SaaS,On-premises; Multi-tenant SaaS,medium,"Page 1: 'in order to derive value from the enterprise software, a consumer must install it, integrate it with existing business systems and processes, and acquire services' | Page 1: 'services-based business models built on open-source software'"
190654465,The Business Case for a Journey Planning and Ticketing App—Comparison between a Simulation Analysis and Real-World Data,yes,Mobile,Mobile,high,Page 1: 'mobile phone applications' | Page 1: 'smartphone applications' | Page 2: 'Trav.ly app'
190654531,Hypothesis-driven Adaptation of Business Models based on Product Line Engineering,yes,Multi-tenant SaaS;Mobile,Mobile; Multi-tenant SaaS,high,Page 1: 'developing business models for a mobile application' | Page 6: 'We implemented our solution in a web-based tool called BMDL Feature Modeler'
190654542,E-business evolution: an analysis of mobile applications' business models,yes,Mobile,Mobile - Apps are delivered through mobile devices via the Google Play Store marketplace. Users download apps to their mobile devices running Android operating system.,high,"Page 2: 'mobile applications, i.e. softwares accessible by mobile devices' | Page 5: 'mobile apps are mobile software specifically designed by developers according to the operating system of the device they would like to be run. However, for different operating systems there exist different virtual marketplaces from which users can download apps.'"
190654598,A Study on Cloud-Based Software Marketing Strategies Using Cloud Marketplace,yes,On-premises;Single-tenant cloud;Multi-tenant SaaS,Multi-tenant SaaS; Single-tenant cloud; On-premises,high,"Page 4: 'If cloud service is provided in a VM form' | Page 8: 'Daou Office is a groupware service with 18 major collaborative functions and is provided in both deployment and SaaS types.' | Page 9: 'Moreover, in SaaS form, it can reduce the time required to apply service enhancements'"
190654601,Software as a service: Lessons from the video game industry,yes,Multi-tenant SaaS;Mobile;Desktop,Multi-tenant SaaS; Desktop; Mobile,high,"Page 1: 'Software-as-a-service (SaaS) is a method used by service providers to distribute software-based services to clients via a single server' and 'all the software needed to play the game is located on an external server' | Page 2: 'Freemium games may also generate income through advertising. For example, after reaching a certain level, players will be shown an advertisement. Often these advertisements will be used to promote a microtransaction, such as blocking further advertisements or gaining advantages in the game. This practice is particularly popular in mobile games.'"
190654605,The SaaS Payoff: Measuring the Business Value of Provisioning Software-as-a-Service Technologies,yes,Single-tenant cloud;Multi-tenant SaaS,Multi-tenant SaaS; Single-tenant cloud,high,"Page 10: 'With our particular SaaS products, we are able to distribute it to multiple customers in a multi-tenant environment' | Page 7: 'provision of virtualised SaaS-based solutions from a centralised location'"
190654664,Searching for synergy from a combination of heterogeneous business models: measurement and assessment from the Polish software industry,no,,not reported,high,information not found in text
190654709,Business Models for Emerging Technologies: The Case of Affective Computing,yes,On-premises;Multi-tenant SaaS,Multi-tenant SaaS; API; On-premises,high,"Page 4: 'Software-as-a-Service with its variations, which was a major business model innovation in tech industries' | Page 4: 'technology licensing and product sales' | Page 4: 'APIs and SDKs'"
190654717,Economics of open source library software: evidences from Indian libraries,yes,On-premises;Single-tenant cloud,On-premises; Single-tenant cloud,medium,"Page 11: 'As the OSS is available for freely downloadable, there is low product risk for the library. It can be downloaded and have a trial run in the library' | Page 13: 'They provide installation services, conversion services, configuration and customisation, training and technical support'"
190654720,Making a Business Out of (Predictive Application Management in) the Fog,yes,Multi-tenant SaaS,Multi-tenant SaaS,high,"Page 6, Section III: 'They both aim at creating value from a SaaS service that provides automated predictive management of Fog applications'"
190654834,Synergies between App-Based Car-Related Shared Mobility Services for the Development of More Profitable Business Models,yes,Mobile,Mobile,high,Page 7: 'App-based mobility services mainly reach their customers through their own services' applications' | Page 5: 'The majority of them require users to be holders of a smartphone' | Page 6: 'they are app-based and offer easy booking and access to the service'
190654956,Open source ERP business model framework,yes,On-premises;Multi-tenant SaaS,On-premises; Multi-tenant SaaS,high,"Page 1: 'New ways of delivering ERP software, such as software as a service (SaaS) have appeared' | Page 2: 'SaaS offers ERP as a service that clients can access via the Internet' | Page 2: 'vendors have transformed ERPs by adopting the information technologies that can reduce adoption costs, such as Web-based modules' | Page 5: 'Table 1 shows that most ERP-related open-source software uses the Web for delivery of free software'"
190655012,Analysis of Freemium Business Model Considering Network Externalities and Consumer Uncertainty,yes,Multi-tenant SaaS;Mobile,Multi-tenant SaaS; Mobile,high,Page 2: 'Customers can use a basic version of the online service for free' | Page 2: 'Google Play which is an online marketplace for Android mobile applications' | Page 1: 'via a web portal Taobao.com' | Page 2: 'paid mobile apps'
190655172,Investigating e-business models' value retention for start-ups: The moderating role of venture capital investment intensity,yes,Mobile,"Mobile (smartphone applications), with multi-platform support including Android, iOS, and Windows Phone",high,"Page 2: 'Most IoT products are linked to a smart phone via Apps' | Page 6: 'a dummy variable for the App's platform (1 for multiple platform including Android, iOS, Windows Phone; 0 for otherwise)' | Page 8: 'Cross-platform development is also negatively associated with the dependent variable, probably because high costs incurred in developing an application across multiple platforms'"
190655181,Growth of a platform business model as an entrepreneurial ecosystem and its effects on regional development,yes,Multi-tenant SaaS;Mobile,"Multi-tenant SaaS (cloud-based platforms), Mobile (smartphone applications)",high,"Page 4: 'The electronic distribution of room information, prices, and availability has changed the channels that people use to reserve hotel rooms, from travel agents and hotel chains' call centres to using online booking platforms' | Page 5: 'Mobile application stores have revolutionized SW and content delivery' | Page 4: 'Application distribution platforms or app stores, such as Google Play or Apple's App Store'"
